Title,Summary,Category
The River of Doubt,"The River of Doubt: Theodore Roosevelt's Darkest Journey is a 2005 book by Candice Millard covering president Theodore Roosevelt's scientific expedition down the River of Doubt (later renamed the Roosevelt River), in Brazil. Millard's first book, it went on to become a Book Sense pick, winner of the William Rockhill Nelson Award, and a finalist for the Quill Awards.",Non-fiction
George L. Fox (clown),"George Washington Lafayette Fox (July 3, 1825 – October 24, 1877) was an American actor and dancer who became known for his pantomime Clown roles, and who based the characterizations for these roles on his inspiration Joseph Grimaldi.",Non-fiction
Ordeal (autobiography),"Ordeal is a 1980 autobiography by the former pornographic actress Linda Lovelace, with Mike McGrady.",Non-fiction
Sacrifice in the Post-Kantian Tradition,"Sacrifice in the Post-Kantian Tradition: Perspectivism, Intersubjectivity, and Recognition is a 2014 book about sacrifice by the philosopher Paolo Diego Bubbio, in which the author provides a historical and theoretical analysis of the development of the concept of sacrifice through the works of Kant, Karl Solger, Hegel, Kierkegaard, and Nietzsche.",Non-fiction
Summer of '42 (book),"Summer of '42 is a novel written by Herman Raucher, based upon his screenplay and personal experience.",Non-fiction
Larry Lawton,"Lawrence Robert Lawton (born October 3, 1961) is an American ex-convict, author, paralegal, motivational speaker, and YouTuber. Lawton gained notoriety for committing a string of jewelry store robberies along the Atlantic Seaboard prior to his arrest in 1996. He spent 12 years in prison, and once released, began a career as a motivational speaker, life coach, and author.",Non-fiction
Our Band Could Be Your Life,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981–1991 is a book by Michael Azerrad. It chronicles the careers of several underground rock bands who, while finding little or no mainstream success, were hugely influential in establishing American alternative and indie rock, mostly through nearly constant touring and records released on small, regional independent record labels. Azerrad conducted many interviews with band members, and also conducted extensive research of old fanzines, as well as more mainstream newspapers and books.",Non-fiction
Deadly Medicine,"Deadly Medicine is a 1988 non-fiction true crime book by Kelly Moore and Dan Reed that was adapted for television in 1991, as an NBC Movie-of-the-Week by the same name. The book was first published in November 1988 and focused on the murder case of convicted serial killer Genene Jones.",Non-fiction
Nürnberger Künstlerlexikon,"The Nürnberger Künstlerlexikon with the undertitle Bildende Kunst, Kunsthandwerker, Gelehrte, Sammler, Kulturschaffende und Mäzene vom 12. bis zur Mitte des 20. Jahrhunderts is a biographical dictionary on the art of the city Nuremberg.",Non-fiction
Collier's Encyclopedia,"Collier's Encyclopedia is a discontinued general encyclopedia first published in 1949 by P. F. Collier and Son in the United States. With Encyclopedia Americana and Encyclopædia Britannica, Collier's Encyclopedia became one of the three major English-language general encyclopedias. The three were sometimes collectively called ""the ABCs"". In 1998, Microsoft acquired the right to use Collier's Encyclopedia content from Atlas Editions, which had by then absorbed Collier Newfield. Microsoft incorporated Collier's Encyclopedia's content into its Encarta digital multimedia encyclopedia, which it marketed until 2009. ",Non-fiction
"Black-Body Theory and the Quantum Discontinuity, 1894–1912","Black-Body Theory and the Quantum Discontinuity, 1894–1912 (1978; second edition 1987) is a book by the philosopher Thomas Kuhn, in which the author surveys the development of quantum mechanics. The second edition has a new afterword.",Non-fiction
Carl Herloßsohn,"Carl Herloßsohn  or Karl Herloßsohn (actually Borromäus Sebastian Georg Carl Reginald Herloß, 1804–1849) was a German author, journalist  and encyclopaedist.",Non-fiction
Peter Feibleman,"Peter Feibleman (August 1, 1930 – August 23, 2015) was an American author and screenwriter. He won critical acclaim for his novels and received multiple awards for his writings, including a Guggenheim Award in 1960 and a Golden Pen Award in 1983. He also wrote a number of plays and screenplays.",Non-fiction
Manhood for Amateurs,"Manhood For Amateurs: The Pleasures and Regrets of a Husband, Father, and Son is a 2009 collection of essays by the American writer Michael Chabon.",Non-fiction
Jill Biden,"Jill Tracy Biden (née Jacobs; born June 3, 1951) is an American educator who served as the first lady of the United States from 2021 to 2025 as the wife of President Joe Biden. She was second lady of the United States from 2009 to 2017 when her husband was vice president and since 2009, she has been a professor of English at Northern Virginia Community College. She is believed to be the first wife of a vice president or president to hold a salaried job during the majority of her husband's tenure.",Non-fiction
Knowledge (partwork),Knowledge was a British weekly educational magazine for children which was assembled in blue binders into an encyclopedia.,Non-fiction
Isabella Graham,"Isabella Graham (née Marshall; July 29, 1742 - July 27, 1814) was a Scottish-American philanthropist and educator.",Non-fiction
Practice to Deceive,"Practice to Deceive is a 2013 true crime nonfiction book by the American author Ann Rule that details the murder of Russel Douglas, found shot between the eyes in his car on Whidbey Island, north of Seattle, Washington, the day after Christmas  2003. The book was released in October 2013 by Simon & Schuster's Gallery Books imprint.",Non-fiction
Plagiarism and Literary Property in the Romantic Period,"Plagiarism and Literary Property in the Romantic Period is a non-fiction book written by Tilar J. Mazzeo. In the book, Mazzeo shows that Romantic-period ideas surrounding plagiarism are at variance with twentieth-century perceptions. Also, Mazzeo shows that concern about the ethics, legality and morality of plagiarism has its origins during the Romantic era. The book was originally published in 2007 by the University of Pennsylvania Press. At the end of the book is a bibliography, chapter notes, and an index. The book has 115 citations on Google Scholar.",Non-fiction
Excellence Without a Soul,"Excellence Without A Soul: How a Great University Forgot Education (reissued as Excellence Without a Soul: Does Liberal Education Have a Future?) is a 2006 book by Harry R. Lewis (Gordon McKay Professor of Computer Science at Harvard University's School of Engineering and Applied Sciences) examining the state of American higher education, with particular reference to Harvard. It attracted considerable attention for its trenchant analysis of undergraduate education, much of it based on his experience as dean of Harvard College (1995–2003).",Non-fiction
Tongzhi (encyclopedia),"The Tongzhi ('Comprehensive records') is a Chinese general knowledge encyclopedia completed in 1161 by Zheng Qiao (鄭樵), a scholar during the Song dynasty. The work contains 200 chapters on diverse topics.",Non-fiction
Qais Akbar Omar,"Qais Akbar Omar (born November 18, 1982) is an Afghan-American writer. Omar is the author of A Fort of Nine Towers, an autobiography of his childhood in Afghanistan during the years of the civil war and the Taliban from 1992 to 2001.",Non-fiction
The Heroin Diaries: A Year in the Life of a Shattered Rock Star,"The Heroin Diaries: A Year in the Life of a Shattered Rock Star is a book co-written by Nikki Sixx, bassist of the rock band Mötley Crüe, and Ian Gittins. Additional reflections on the period from Sixx and others are interspersed throughout the book. The book also includes many black-and-white photographs, lyrics, random thoughts and artwork. The book was designed by Paul Brown, according to page 406. With his other band Sixx:A.M., Sixx recorded a concept album titled The Heroin Diaries Soundtrack as a musical accompaniment for the book. The album was released in 2007.",Non-fiction
Look Homeward: A Life of Thomas Wolfe,Look Homeward: A Life of Thomas Wolfe is a 1987 biography of Thomas Wolfe by David Herbert Donald. It won the 1988 Pulitzer Prize in Biography.,Non-fiction
The Imperial Presidency,"The Imperial Presidency is a work by historian Arthur M. Schlesinger Jr.  Published in 1973 by Houghton Mifflin, the book was reissued in 1989 with a 79-page epilogue and then re-released by Houghton Mifflin in 2004 in a Mariner Books paperback edition that included a new 16-page introduction. A one-volume work, it recounts and analyzes the history of the presidency of the United States from the office's conception as this emerged from the Constitutional Convention and then developed through the latter half of the 20th century, with special attention to aspects of war powers. Schlesinger's book popularized the term imperial presidency and has been described as ""the most prominent school of thought on executive war powers"" and ""a lens through which to understand and critique the executive branch in the post-9/11 world"".",Non-fiction
Look Me in the Eye,"Look Me in the Eye: My Life with Asperger's is a 2007 New York Times bestselling book by John Elder Robison, chronicling the author's life with Asperger syndrome and tough times growing up.",Non-fiction
John Dau,"John Dau, also known as Dhieu-Deng Leek is a human rights activist from South Sudan. He is one of the Lost Boys of Sudan who was featured in the 2006 award-winning documentary God Grew Tired of Us. In 2007, he founded the John Dau Foundation aiming to transform the health system in South Sudan.",Non-fiction
The Story of an Old Farm,"The Story of an Old Farm, or Life in New Jersey in the Eighteenth Century, with a Genealogical Appendix was an 1889 book by American historian Andrew D. Mellick Jr., of Somerville, New Jersey. It was published by The Unionist-Gazette.",Non-fiction
The Enlightenment: An Interpretation,"The Enlightenment: An Interpretation is an influential two-volume history of the Age of Enlightenment by Peter Gay, published between 1966 and 1969. The first volume, subtitled ""The Rise of Modern Paganism,"" won the National Book Award in 1967. The second volume, subtitled “The Science of Freedom,"" was published in 1969.",Non-fiction
Encyclopedia of Mexico,"The Encyclopedia of Mexico is a two-volume reference work in English, focusing on the history and culture of Mexico.  There are over 500 signed articles are by more than 300 scholars. There are overview articles on large topics; shorter articles, such as biographies of major figures or particular events. Lengthy examinations of particular topics in history are often divided chronologically and written by different specialists.   The work is indexed and cross-referenced, with a bibliography following each article. The work is aimed at both specialists in the field as well as the general reader.",Non-fiction
The Ultimate Resource,The Ultimate Resource is a 1981 book written by Julian Lincoln Simon challenging the notion that humanity was running out of natural resources. It was updated in 1996 as The Ultimate Resource 2.,Non-fiction
Hugh Chisholm,"Hugh Chisholm (; 22 February 1866 – 29 September 1924) was a British journalist. He was the editor of the 10th, 11th and 12th editions of the Encyclopædia Britannica.",Non-fiction
Terry Grosz,"Terry Grosz (June 22, 1941 – February 5, 2019) was an American game warden. He rose in the United States Fish and Wildlife Service to oversee a district in the Mountain West and Midwestern United States before retiring in 1998. After his retirement he published several books that included stories from his career.",Non-fiction
"Sir John Paget, 2nd Baronet","Sir John Rahere Paget, 2nd Baronet  (9 March 1848 – 20 August 1938) was a British barrister and writer who was a specialist in banking law.",Non-fiction
Hope Cooke,"Hope Cooke (born June 24, 1940) was the Gyalmo (Tibetan: རྒྱལ་མོ་, Wylie: rgyal mo; Queen Consort) of the 12th and last Chogyal (King) of Sikkim, Palden Thondup Namgyal. Their wedding took place in March 1963. She was termed Her Highness The Crown Princess of Sikkim and became the Gyalmo of Sikkim at Palden Thondup Namgyal's coronation in 1965. She is the first American-born Queen Consort.",Non-fiction
B. J. Thomas,"Billy Joe Thomas (August 7, 1942 – May 29, 2021) was an American singer widely known for his country, contemporary Christian, and pop hits of the 1960s, 1970s, and 1980s. ",Non-fiction
Eddie Huang,"Edwyn Charles Huang (born March 1, 1982) is an American author, chef, restaurateur, food personality, producer, and former attorney. He was a co-owner of  BaoHaus, a gua bao restaurant in the East Village of Lower Manhattan. Huang previously hosted Huang's World for Viceland. His autobiography, Fresh Off the Boat: A Memoir, was adapted into the ABC sitcom Fresh Off the Boat, of which he narrated the first season.",Non-fiction
Sybil Shearer,"Sybil Louise Shearer (February 23, 1912 –  November 17, 2005)  was an American choreographer, dancer and writer. She was hailed as a ""maverick""  or ""nature mystic""  of modern dance.",Non-fiction
Charles Busch,"Charles Louis Busch (born August 23, 1954) is an American actor, screenwriter, playwright and drag queen, known for his appearances on stage in his own camp style plays and in film and television. He wrote and starred in his early plays off-off-Broadway beginning in 1978, generally in drag roles, and also acted in the works of other playwrights. He also wrote for television and began to act in films and on television in the late 1990s. His best known play is The Tale of the Allergist's Wife (2000), which was a success on Broadway.",Non-fiction
Hope Is a Tattered Flag,"Hope is a Tattered Flag: Voices of Reason and Change for the Post-Bush Era is a 2008 book by Markos Kounalakis and Peter Laufer, with a foreword by Will Durst. The book follows the answers Kounalakis and Laufer get when asking people where they go from here, now that George W. Bush has left office as the President of the United States. The foreword by Will Durst talks about his opinion of the Post-Bush Era.",Non-fiction
Oxford Encyclopedia of Maritime History,"The Oxford Encyclopedia of Maritime History, written by University of Oxford editor in chief John B. Hattendorf, was published by the Oxford University Press in 2007. The encyclopedia was issued in four volumes available in the Oxford Digital Library. The encyclopedia contains more than 950 articles devoted to global maritime history.",Non-fiction
Russell Means,"Russell Charles Means (Lakota: Waŋblí Ohítika) [wə̃blɪ ohitika] (November 10, 1939 – October 22, 2012) was an Oglala Lakota activist for the rights of Native Americans, libertarian political activist, actor, musician and writer. He became a prominent member of the American Indian Movement (AIM) after joining the organization in 1968 and helped organize notable events that attracted national and international media coverage.",Non-fiction
Frida: A Biography of Frida Kahlo,"Frida: A Biography of Frida Kahlo is a 1983 book by Hayden Herrera about the life of Mexican artist Frida Kahlo, her art, and her relationship with muralist Diego Rivera.",Non-fiction
Chinese encyclopedia,"Chinese encyclopedias comprise both Chinese language encyclopedias and foreign language ones about China or Chinese topics. There is a type of native Chinese reference work called leishu (lit. ""categorized writings"") that is sometimes translated as ""encyclopedia"", but although these collections of quotations from classic texts are expansively ""encyclopedic"", a leishu is more accurately described as a ""compendium"" or ""anthology"". The long history of Chinese leishu encyclopedias began with the (222 CE) Huanglan (""Emperor's Mirror"") leishu and continues with online encyclopedias such as the Baike Encyclopedia.",Non-fiction
The Bear Went Over the Mountain (1996 book),"The Bear Went Over the Mountain: Soviet Combat Tactics in Afghanistan is a 1996 non-fiction book translated from Russian and edited by American military scholar and author Lester W. Grau. The book is translated from a study initially published by the Frunze Military Academy in 1991 titled ""Combat Actions of Soviet Forces in the Republic of Afghanistan"" and subtitled ""A Thematic Collection of Tactical Examples."" Grau received the original Russian language text from the Department of the History of the Military Art at the Frunze academy. With their permission he translated, included commentary, and published his results as this book.",Non-fiction
The Black Market Concierge,The Black Market Concierge is a 2016 American book written by former professional rugby player and intelligence operative Barry Oberholzer. The book is about Barry Oberholzer's secret life as a confidential informant for the CIA and other intelligence agencies. It has become the first book in which the NFT project of a TV series has been made.,Non-fiction
The Transparent Society,"The Transparent Society (1998) is a non-fiction book by the science-fiction author David Brin in which he forecasts social transparency and some degree of erosion of privacy, as it is overtaken by low-cost surveillance, communication and database technology, and proposes new institutions and practices that he believes would provide benefits that would more than compensate for lost privacy. The work first appeared as a magazine article by Brin in Wired in late 1996. In 2008, security expert Bruce Schneier called the transparent society concept a ""myth"" (a characterization Brin later rejected), claiming it ignores wide differences in the relative power of those who access information.",Non-fiction
Dying of Whiteness,"Dying of Whiteness: How the Politics of Racial Resentment Is Killing America's Heartland is a 2019 non-fiction book written by Jonathan M. Metzl, a Nashville, Tennessee Vanderbilt University professor of sociology and psychiatry, based on research undertaken in Missouri, Tennessee and Kansas from 2013 to 2018.",Non-fiction
Shukra-Niti,"Shukranīti (शुक्रनीति–Śukranīti), also known as Shukranītisara (शुक्रनीतिसार–Śukranītiśāstra) and Shukracharya's System of Morals, is a part of the Dharmasastra. It is a treatise on government, instructing how to use political theory to uphold morality. The code is authored by Shukracharya, also known as Usanas, and was claimed to have been written during the Vedic period. However, modern historians claim the composition could date as early as the 4th century AD during the Gupta period, or as late as a 19th-century forgery. The term Niti is derived from the Sanskrit word which translates to To Lead. Shukra-Niti focuses on morality, which it states to be vital for the overall well being of the people and the state (Rajya). Thus, the ruler must regulate the economic, social, and political aspects of human activity. According to the Shukranīti, the main responsibilities of the king should be towards the protection of his subjects and punishment of the offenders, and such actions cannot be enacted without a guideline (Niti). According to Shukracharya: a person can live without grammar, logic, and Vedanta, but cannot do in absence of Niti, and describes it as an essential aspect required for maintaining social order in the society.",Non-fiction
Allen Tate: Orphan of the South,Allen Tate: Orphan of the South is a biography of the American writer Allen Tate (1899–1979). It was written by Thomas A. Underwood and published by Princeton University Press in 2000. The book covers Tate's life and work until 1938 and focuses on his role as a poet and literary critic concerned with Southern history.,Non-fiction
Joseph Cotten,"Joseph Cheshire Cotten Jr. (May 15, 1905 – February 6, 1994) was an American film, stage, radio and television actor. Cotten achieved prominence on Broadway, starring in the original stage productions of The Philadelphia Story (1939) and Sabrina Fair (1953). He then gained worldwide fame for his collaborations with Orson Welles on Citizen Kane (1941), The Magnificent Ambersons (1942), and Journey into Fear (1943), in which Cotten starred and for which he was also credited with the screenplay.",Non-fiction
Constantin Al. Ionescu-Caion,"Constantin Al. Ionescu-Caion (Romanian pronunciation: [konstanˈtin al joˈnesku kaˈjon], born Constantin Alexandru Ionescu and commonly known as Caion; 1882 – November or December 1918) was a Romanian journalist and poet, primarily remembered for his legal dispute with humorist Ion Luca Caragiale. He was a Symbolist, a disciple of Alexandru Macedonski, and a militant Francophile, as well as a leading opponent of literary tradition. His scattered work comprises essays, short stories and prose poetry, noted for their cultural references, but made little impact on Romanian literature. As a journalist, Caion prioritized scandals, accusing Caragiale of plagiarism and losing the subsequent celebrity trial of 1902, before partly recanting and winning the retrial. Despite his own coquetries with Romanian nationalism, Caion focused his verve on Transylvania's contemporary nationalist literary current.",Non-fiction
Overshoot (book),"Overshoot: The Ecological Basis of Revolutionary Change is a book by American sociologist William R. Catton Jr. The book is a critical work that many consider one of the most essential yet overlooked books of the 20th century. It discusses humanity's overexploitation of Earth's resources, leading to a situation where our consumption exceeds the planet's capacity to regenerate itself.",Non-fiction
Illustrated Encyclopedia of Aircraft,"The Illustrated Encyclopedia of Aircraft was a weekly partwork magazine by Aerospace Publishing (an imprint of Orbis Publishing) which was published in the United Kingdom (and sold in other countries too) during the early 1980s. The magazine was intended to eventually make up a multi-volume encyclopedia dedicated to aviation. First issued in 1981, the partwork comprised 216 issues, each of twenty pages (plus the covers), making up eighteen volumes (4280 pages). The first two issues were sold together for the price of one, subsequent issues were sold on their own.",Non-fiction
Esther Williams,"Esther Jane Williams (August 8, 1921 – June 6, 2013) was an American competitive swimmer and actress. She set regional and national records in her late teens on the Los Angeles Athletic Club swim team. Unable to compete in the 1940 Summer Olympics because of the outbreak of World War II, she joined Billy Rose's Aquacade, where she took on the role vacated by Eleanor Holm after the show's move from New York City to San Francisco. While in the city, she spent five months swimming alongside Olympic gold-medal winner and Tarzan star Johnny Weissmuller. Williams caught the attention of Metro-Goldwyn-Mayer scouts at the Aquacade. After appearing in several small roles, and alongside Mickey Rooney in an Andy Hardy film and future five-time co-star Van Johnson in A Guy Named Joe, Williams made a series of films in the 1940s and early 1950s known as ""aquamusicals"", which featured elaborate performances with synchronised swimming and diving.",Non-fiction
Hacking: The Art of Exploitation,"Hacking: The Art of Exploitation (ISBN 1-59327-007-0) is a book by Jon ""Smibbs"" Erickson about computer security and network security. It was published by No Starch Press in 2003, with a second edition in 2008. All the examples in the book were developed, compiled, and tested on Gentoo Linux. The accompanying CD provides a Linux environment containing all the tools and examples referenced in the book.",Non-fiction
A Wilderness of Error,"A Wilderness of Error: The Trials of Jeffrey MacDonald is a book by Errol Morris, published in September 2012. It reexamines the case of Jeffrey MacDonald, the Green Beret physician accused of killing his wife and two daughters in their home in Fort Bragg on February 17, 1970, and convicted of the crime on August 29, 1979. MacDonald has been in federal prison since 1982.",Non-fiction
Juliana Hatfield,"Juliana Hatfield (born July 27, 1967) is an American musician and singer-songwriter from the Boston area. She was formerly a member of the indie rock bands Blake Babies, Some Girls, and The Lemonheads. Hatfield also fronted her own band, The Juliana Hatfield Three, alongside bassist Dean Fisher and drummer Todd Philips, which was active in the mid-1990s and again in the mid-2010s. With The Juliana Hatfield Three, she achieved her best-charting work, including the critically acclaimed album Become What You Are (1993), which featured the singles ""My Sister"" (1993) and ""Spin the Bottle"".",Non-fiction
Kevin Asano,"Kevin Yoshimi Asano (Japanese: 浅野 義実, born April 20, 1963) is a retired judoka from the United States, who won the silver medal in the men's extra-lightweight competition at the 1988 Summer Olympics. On his way to capturing the medal he beat Shinji Hosokawa, who was the reigning world champion and 1984 Gold Medalist. Asano came close to winning the gold medal, but lost it on a one-point penalty to Kim Jae-Yup of South Korea.",Non-fiction
The Nuttall Encyclopædia,"The Nuttall Encyclopædia: Being a Concise and Comprehensive Dictionary of General Knowledge is a late 19th-century encyclopedia, edited by Rev. James Wood, first published in London in 1900 by Frederick Warne & Co Ltd.",Non-fiction
Dictionary of Australasian Biography,"The Dictionary of Australasian Biography, sub-titled ""Comprising Notices of Eminent Colonists From the Inauguration of Responsible Government Down to the Present Time."" published in 1892, is a reference work by Philip Mennell containing information on notable Australian colonists and New Zealanders of the period 1855 to 1892.",Non-fiction
Michael Chang,"Michael Te-pei Chang (born February 22, 1972) is an American former professional tennis player and coach. He was ranked world No. 2 by the Association of Tennis Professionals (ATP) in 1996. Chang is the youngest man in history to win a singles major, winning the 1989 French Open at 17 years and 109 days old. He won a total of 34 ATP Tour-level singles titles, including seven Masters titles, and was a three-time major runner-up. ",Non-fiction
The Gaslight Effect,"The Gaslight Effect: How to spot and survive the hidden manipulation others use to control your life, is a book by psychologist Robin Stern which has been credited with popularizing the term ""gaslighting"".",Non-fiction
Between a Rock and a Hard Place (book),"Between a Rock and a Hard Place is a 2004 autobiographical book by American mountain climber Aron Ralston. It details an incident that occurred in 2003 when Ralston was canyoneering in Bluejohn Canyon in the Utah desert, where he became trapped for five days.",Non-fiction
Lithuanian Wikipedia,"Wikipedia is a free multilingual open-source wiki-based online encyclopedia edited and maintained by a community of volunteer editors, started on 15 January 2001 as an English-language encyclopedia. Non-English editions were soon created: the German and Catalan editions were created on circa 16 March, the French edition was created on 23 March, and the Swedish edition was created on 23 May. As of March 2025, Wikipedia articles have been created in 355 editions, with 342 currently active and 13 closed.",Non-fiction
Kochland,Kochland: The Secret History of Koch Industries and Corporate Power in America is a 2019 book by Christopher Leonard about account of how Koch Industries became one of the biggest private companies in the world.,Non-fiction
Women of Hope: African Americans Who Made a Difference,"Women of Hope: African Americans Who Made A Difference is a 1998 non-fiction children's book by American author Joyce Hansen, published by Scholastic.",Non-fiction
ABC of Reading,"ABC of Reading is a book by the 20th-century Imagist poet Ezra Pound published in 1934. In it, Pound sets out an approach by which one may come to appreciate and understand literature (focusing primarily on poetry).",Non-fiction
Christgau's Consumer Guide: Albums of the '90s,"Christgau's Consumer Guide: Albums of the '90s is a music reference book by American music journalist and essayist Robert Christgau. It was published in October 2000 by St. Martin's Press's Griffin imprint and collects approximately 3,800 capsule album reviews, originally written by Christgau during the 1990s for his ""Consumer Guide"" column in The Village Voice. Text from his other writings for the Voice, Rolling Stone, Spin, and Playboy from this period is also featured. The book is the third in a series of influential ""Consumer Guide"" collections, following Christgau's Record Guide: Rock Albums of the Seventies (1981) and Christgau's Record Guide: The '80s (1990).",Non-fiction
Archibald Constable,"Archibald David Constable (24 February 1774 – 21 July 1827) was a Scottish publisher, bookseller and stationer.",Non-fiction
Soviet Historical Encyclopedia,The Soviet Historical Encyclopedia is the Soviet encyclopedia of the Academy of Sciences of the Soviet Union (1961–1976) on the history of peoples of the whole world until the 70s of the 20th century.,Non-fiction
Byelorussian Soviet Encyclopedia,The Byelorussian Soviet Encyclopedia (Belarusian: Беларуская Савецкая Энцыклапедыя) is the first universal encyclopaedia in the Belarusian language in 12 volumes printed in Minsk from 1969 to 1975. The chief editorial board was established in 1967. ,Non-fiction
Aftershocks (memoir),"Aftershocks: A Memoir is a 2020 book by Nadia Owusu, published by Simon & Schuster, which won the 2019 nonfiction Whiting Award. The book is a memoir covering personal, political and historical levels related to the author's origins and itinerant upbringing in several African and European countries accompanied by her caring although globetrotting father from Ghana. Despite their intense nomadism, her father nurtured her affective and cultural bonding to their Asante ethnic roots in West Africa, where they traveled every year to visit relatives and friends. The memoir spans her early childhood to her late twenties. Having been abandoned by her Armenian mother when she was 2 years old, Nadia orphaned from her father when she was 13, following which she  battles over the years to summon a historically contextualized, confident self as a young adult to gain socially minded, high level education and employment in the United States.",Non-fiction
St. James Encyclopedia of Popular Culture,"The St. James Encyclopedia of Popular Culture is a cross-curriculum English-language resource that publishes scholarly articles and features on a range of popular culture topics such as television, film, theater, radio, music, print media, sports, fashion, health and politics.",Non-fiction
Sambia Sexual Culture,"Sambia Sexual Culture: Essays from the Field is a 1999 book about the Simbari people and their sexual practices by the anthropologist Gilbert Herdt. The book received negative reviews, accusing Herdt of being biased in his approach and his conclusions. In the book the Simbari people are called Sambia people",Non-fiction
Medcyclopaedia,"This is a list of medical wikis, collaboratively-editable websites that focus on medical information. Many of the most popular medical wikis take the form of encyclopedias, with a separate article for each medical term. Some of these websites, such as WikiDoc and Radiopaedia, are editable by anyone, while others, such as Ganfyd, restrict editing access to professionals. The majority of them have content available only in English.",Non-fiction
Who's Who in British History,Who's Who in British History is a multi-volume work composed of:,Non-fiction
The Life of David Brainerd,"The Life of David Brainerd, also called The Life and Diary of David Brainerd, is a biography of David Brainerd by evangelical theologian Jonathan Edwards, first published in 1749 under the title ""An Account of the Life of the Late Rev. David Brainerd"".",Non-fiction
The Encyclopedia of Science Fiction,"The Encyclopedia of Science Fiction (SFE) is an English language reference work on science fiction, first published in 1979. It has won the Hugo, Locus and British SF Awards. Two print editions appeared in 1979 and 1993. A third, continuously revised, edition was published online from 2011; a change of web host was announced as the launch of a fourth edition in 2021.",Non-fiction
Northern Farm (book),"Northern Farm: A Chronicle of Maine is a 1948 book by naturalist/writer Henry Beston. Originally written for The Progressive as a series of columns on country-living, it chronicles a season on a small Maine farm. Beston is also the author of The Outermost House. Northern Farm has been less commercially successful but still important as environmental writing and popular among Mainers.",Non-fiction
Sontag: Her Life and Work,Sontag: Her Life and Work is a 2019 biography of American writer Susan Sontag written by Benjamin Moser.,Non-fiction
Truth Without Reconciliation,Truth Without Reconciliation: A Human Rights History of Ghana is a book by American academic Abena Ampofoa Asare. It was published in 2018 by University of Pennsylvania Press as part of their Pennsylvania Studies in Human Rights series.,Non-fiction
The Tragedy of Great Power Politics,"The Tragedy of Great Power Politics is a book by the American scholar John Mearsheimer on the subject of international relations theory published by W. W. Norton & Company in 2001. Mearsheimer explains and argues for his theory of ""offensive realism"" by stating its key assumptions, evolution from early realist theory, and its predictive capability.  An article adapted from the book had previously been published by Foreign Affairs. ",Non-fiction
The Political Economy of Human Rights,"The Political Economy of Human Rights is a 1979 two-volume work by Noam Chomsky and Edward S. Herman. The authors offer a critique of United States foreign policy, particularly in Indochina.",Non-fiction
The Pact (2002 book),"The Pact: Three Young Black Men Make a Promise and Fulfill a Dream is a 2002 New York Times Bestselling non-fiction autobiography by Sampson Davis, George Jenkins, Rameck Hunt, and Lisa Frazier. The book was first published on May 23, 2002 through Riverhead Trade and was later republished through Prentice Hall. The Pact covers the lives of Davis, Jenkins, and Hunt, three young black men who made a pact to graduate from college and become doctors rather than to succumb to the violence in their community. In 2003 the book won a Books for a Better Life Award for ""First Book"", also being named one of the Library Journal's ""Best Audiobooks of 2002"".",Non-fiction
Woman in the Mists,"Woman in the Mists: The Story of Dian Fossey and the Mountain Gorillas of Africa is a 1987 biography of the conservationist Dian Fossey, who studied and lived among the mountain gorillas of Rwanda.",Non-fiction
Tietosanakirja,"The Tietosanakirja (""Encyclopedia"", lit. ""knowledge word-book"", ""knowledge dictionary""), published in 11 volumes from 1909 to 1922, was the first Finnish language encyclopedia. It was published by Tietosanakirja-Osakeyhtiö, a joint effort between Otava and WSOY. The name of the series was adopted into the Finnish language to mean all encyclopedias, so to differentiate, the series became colloquially known as Iso musta tietosanakirja (""the Big Black Encyclopedia"").",Non-fiction
The Final Days,"The Final Days is a 1976 non-fiction book written by Bob Woodward and Carl Bernstein about the Watergate scandal. A follow-up to their 1974 book All the President's Men, The Final Days concerns itself with the final months of the Presidency of Richard Nixon including battles over the Nixon White House tapes and the impeachment process against Richard Nixon.",Non-fiction
Bush at War,Bush at War is a 2002 book by The Washington Post reporter Bob Woodward recounting President George W. Bush's responses to the September 11 attacks and his administration's handling of the subsequent War in Afghanistan.,Non-fiction
Worth Tuttle Hedden,"Worth Tuttle Hedden (born Ella Worth Tuttle; January 10, 1896 – September 14, 1985) was an American writer who released four books between the 1940s and 1950s. Of her works, Wives of High Pasture became available in 1944 while The Other Room came out in 1947. The following year,The Other Room received the Anisfield-Wolf Book Award for fiction. After publishing Love is a Wound in 1952, Two and Three Make One was made public in 1956 under her pen name Winifred Woodley. Apart from books, Tuttle wrote for the Encyclopædia Britannica between 1927 and 1928 while also writing for magazines such as The World Tomorrow. She advocated for civil rights. She won a Southern Authors Award.",Non-fiction
Bill Lee (author),"William Lee (born October 8, 1954) is an American writer. He is the author of three books. He is a former member of the San Francisco Chinatown gang that was responsible for the 1977 Golden Dragon massacre.",Non-fiction
The New Rules of War,"The New Rules of War: Victory in the Age of Durable Disorder is a 2019 nonfiction book concerning military strategy. In one reviewer's words, it ""criticizes the rigidity of Western strategic thinking and its overreliance on 'traditional' military approaches, its conventional military forces and doctrines, including overspending on technologically advanced platforms"".",Non-fiction
